"Name","Author","Created","Vendor","ExpectedLocations","VulnerableExecutables","VulnerableExecutables_Path","VulnerableExecutables_Type","VulnerableExecutables_ExpectedVersionInformation","VulnerableExecutables_ExpectedVersionInformation_OriginalFilename","VulnerableExecutables_ExpectedVersionInformation_FileDescription","VulnerableExecutables_SHA256","Resources","Acknowledgements","Acknowledgements_Name","Acknowledgements_Company","Acknowledgements_Twitter","ExpectedSignatureInformation","ExpectedSignatureInformation_Subject","ExpectedSignatureInformation_Issuer","ExpectedSignatureInformation_Type","VulnerableExecutables_AutoElevate","VulnerableExecutables_ExpectedVersionInformation_InternalName","ExpectedVersionInformation","ExpectedVersionInformation_OriginalFilename","ExpectedVersionInformation_InternalName","ExpectedVersionInformation_FileDescription","VulnerableExecutables_ExpectedSignatureInformation","VulnerableExecutables_ExpectedSignatureInformation_Subject","VulnerableExecutables_ExpectedSignatureInformation_Issuer","VulnerableExecutables_ExpectedSignatureInformation_Type","VulnerableExecutables_ExpectedVersionInformation_CompanyName","VulnerableExecutables_ExpectedVersionInformation_FileVersion","VulnerableExecutables_ExpectedVersionInformation_LegalCopyright","VulnerableExecutables_ExpectedVersionInformation_ProductName","VulnerableExecutables_ExpectedVersionInformation_ProductVersion","VulnerableExecutables_Variable","VulnerableExecutables_PrivilegeEscalation","VulnerableExecutables_Condition","ExpectedVersionInformation_CompanyName","ExpectedVersionInformation_LegalCopyright","ExpectedVersionInformation_ProductName","ExpectedVersionInformation_FileVersion","ExpectedVersionInformation_ProductVersion","CVE","is_legit"
"fxstiff.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSTEM32%\driverstore\filerepository\prnms002.inf_%VERSION%\amd64'']","","%SYSTEM32%\fxssvc.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"fxsst.dll","Wietze Beukema","2021-02-27","Microsoft","%SYSTEM32%","","%WINDIR%\explorer.exe","Search Order","","","","","https://www.fireeye.com/blog/threat-research/2011/06/fxsst.html/","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","","","","","","","","","","","false"
"fxsapi.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSTEM32%\driverstore\filerepository\prnms002.inf_%VERSION%\amd64''-|-''%SYSWOW64%'']","","%SYSTEM32%\fxsunatd.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","True","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"fwpuclnt.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\checknetisolation.exe''-|-''%SYSTEM32%\netsh.exe''-|-''%SYSTEM32%\stordiag.exe'']","[''Sideloading''-|-''Sideloading''-|-''Environment Variable'']","","","","","[''https://wietze.github.io/blog/hijacking-dlls-in-windows''-|-''https://wietze.github.io/blog/save-the-environment-variables'']","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","SYSTEMROOT","","","","","","","","","false"
"fwpolicyiomgr.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\netsh.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"fwcfg.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\netsh.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"fwbase.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\checknetisolation.exe''-|-''%SYSTEM32%\edpcleanup.exe''-|-''%SYSTEM32%\lpremove.exe''-|-''%SYSTEM32%\netsh.exe''-|-''%SYSTEM32%\securityhealthservice.exe''-|-''%SYSTEM32%\systemsettingsadminflows.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","True","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"fvewiz.dll","Chris Spehn","2021-08-16","Microsoft","%SYSTEM32%","","[''%SYSTEM32%\bitlockerwizard.exe''-|-''%SYSTEM32%\bitlockerwizardelev.exe'']","[''Sideloading''-|-''Sideloading'']","","","","","[''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","Chris Spehn","","@ConsciousHacker","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","True","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"fveskybackup.dll","Chris Spehn","2021-08-16","Microsoft","%SYSTEM32%","","%SYSTEM32%\bitlockerdeviceencryption.exe","Sideloading","","","","","[''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","Chris Spehn","","@ConsciousHacker","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"fveapi.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\baaupdate.exe''-|-''%SYSTEM32%\bdechangepin.exe''-|-''%SYSTEM32%\fvenotify.exe''-|-''%SYSTEM32%\fveprompt.exe''-|-''%SYSTEM32%\resetengine.exe''-|-''%SYSTEM32%\systemreset.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","True","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"framedynos.dll","Chris Spehn","2021-08-16","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\dfsrdiag.exe''-|-''%SYSTEM32%\driverquery.exe''-|-''%SYSTEM32%\getmac.exe''-|-''%SYSTEM32%\openfiles.exe''-|-''%SYSTEM32%\taskkill.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","[''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","Chris Spehn","","@ConsciousHacker","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"fltlib.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\agentservice.exe''-|-''%SYSTEM32%\bootim.exe''-|-''%SYSTEM32%\compmgmtlauncher.exe''-|-''%SYSTEM32%\dpiscaling.exe''-|-''%SYSTEM32%\dfsrdiag.exe''-|-''%SYSTEM32%\fltmc.exe''-|-''%SYSTEM32%\psr.exe''-|-''%SYSTEM32%\resmon.exe''-|-''%SYSTEM32%\sdclt.exe''-|-''%SYSTEM32%\slui.exe''-|-''%SYSTEM32%\vssvc.exe''-|-''%SYSTEM32%\wbengine.exe''-|-''%SYSTEM32%\workfolders.exe''-|-''%SYSTEM32%\write.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","[''https://wietze.github.io/blog/hijacking-dlls-in-windows''-|-''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","[''Wietze''-|-''Chris Spehn'']","","[''@wietze''-|-''@ConsciousHacker'']","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","True","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"flightsettings.dll","Wietze Beukema","2022-05-21","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\devicecensus.exe","Environment Variable","","","","","https://wietze.github.io/blog/save-the-environment-variables","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","SYSTEMROOT","","","","","","","","","false"
"firewallapi.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\checknetisolation.exe''-|-''%SYSTEM32%\edpcleanup.exe''-|-''%SYSTEM32%\lpremove.exe''-|-''%SYSTEM32%\netsh.exe''-|-''%SYSTEM32%\securityhealthservice.exe''-|-''%SYSTEM32%\systemsettingsadminflows.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","True","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"fhsvcctl.dll","Wietze Beukema","2021-02-27","Microsoft","%SYSTEM32%","","%SYSTEM32%\fhmanagew.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"fhcfg.dll","Wietze Beukema","2022-05-21","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\filehistory.exe","Environment Variable","","","","","https://wietze.github.io/blog/save-the-environment-variables","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","SYSTEMROOT","","","","","","","","","false"
"feclient.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\cipher.exe''-|-''%SYSTEM32%\efsui.exe''-|-''%SYSTEM32%\rekeywiz.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"fddevquery.dll","Wietze Beukema","2022-05-21","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\ddodiag.exe","Environment Variable","","","","","https://wietze.github.io/blog/save-the-environment-variables","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","SYSTEMROOT","","","","","","","","","false"
"faultrep.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\werfault.exe''-|-''%SYSTEM32%\werfaultsecure.exe'']","[''Sideloading''-|-''Sideloading'']","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
