"Service Name","Port Number","Transport Protocol","Description","is_legit"
"business","3107","udp","Business protocol","false"
"geolocate","3108","tcp","Geolocate protocol","false"
"geolocate","3108","udp","Geolocate protocol","false"
"personnel","3109","tcp","Personnel protocol","false"
"personnel","3109","udp","Personnel protocol","false"
"sim-control","3110","tcp","simulator control port","false"
"sim-control","3110","udp","simulator control port","false"
"wsynch","3111","tcp","Web Synchronous Services","false"
"wsynch","3111","udp","Web Synchronous Services","false"
"ksysguard","3112","tcp","KDE System Guard","false"
"ksysguard","3112","udp","KDE System Guard","false"
"cs-auth-svr","3113","tcp","CS-Authenticate Svr Port","false"
"cs-auth-svr","3113","udp","CS-Authenticate Svr Port","false"
"ccmad","3114","tcp","CCM AutoDiscover","false"
"ccmad","3114","udp","CCM AutoDiscover","false"
"mctet-master","3115","tcp","MCTET Master","false"
"mctet-master","3115","udp","MCTET Master","false"
"mctet-gateway","3116","tcp","MCTET Gateway","false"
"mctet-gateway","3116","udp","MCTET Gateway","false"
"mctet-jserv","3117","tcp","MCTET Jserv","false"
"mctet-jserv","3117","udp","MCTET Jserv","false"
"pkagent","3118","tcp","PKAgent","false"
"pkagent","3118","udp","PKAgent","false"
"d2000kernel","3119","tcp","D2000 Kernel Port","false"
"d2000kernel","3119","udp","D2000 Kernel Port","false"
"d2000webserver","3120","tcp","D2000 Webserver Port","false"
"d2000webserver","3120","udp","D2000 Webserver Port","false"
"pcmk-remote","3121","tcp","The pacemaker remote (pcmk-remote) service extends high availability functionality outside of the Linux cluster into remote nodes.","false"
"","3121","udp","Reserved","false"
"vtr-emulator","3122","tcp","MTI VTR Emulator port","false"
"vtr-emulator","3122","udp","MTI VTR Emulator port","false"
"edix","3123","tcp","EDI Translation Protocol","false"
"edix","3123","udp","EDI Translation Protocol","false"
"beacon-port","3124","tcp","Beacon Port","false"
"beacon-port","3124","udp","Beacon Port","false"
"a13-an","3125","tcp","A13-AN Interface","false"
"a13-an","3125","udp","A13-AN Interface","false"
"","3126","","Unassigned","false"
"ctx-bridge","3127","tcp","CTX Bridge Port","false"
"ctx-bridge","3127","udp","CTX Bridge Port","false"
"ndl-aas","3128","tcp","Active API Server Port","false"
"ndl-aas","3128","udp","Active API Server Port","false"
"netport-id","3129","tcp","NetPort Discovery Port","false"
"netport-id","3129","udp","NetPort Discovery Port","false"
"icpv2","3130","tcp","ICPv2","false"
"icpv2","3130","udp","ICPv2","false"
"netbookmark","3131","tcp","Net Book Mark","false"
"netbookmark","3131","udp","Net Book Mark","false"
"ms-rule-engine","3132","tcp","Microsoft Business Rule Engine Update Service","false"
"ms-rule-engine","3132","udp","Microsoft Business Rule Engine Update Service","false"
"prism-deploy","3133","tcp","Prism Deploy User Port","false"
"prism-deploy","3133","udp","Prism Deploy User Port","false"
"ecp","3134","tcp","Extensible Code Protocol","false"
"ecp","3134","udp","Extensible Code Protocol","false"
"peerbook-port","3135","tcp","PeerBook Port","false"
"peerbook-port","3135","udp","PeerBook Port","false"
"grubd","3136","tcp","Grub Server Port","false"
"grubd","3136","udp","Grub Server Port","false"
"rtnt-1","3137","tcp","rtnt-1 data packets","false"
"rtnt-1","3137","udp","rtnt-1 data packets","false"
"rtnt-2","3138","tcp","rtnt-2 data packets","false"
"rtnt-2","3138","udp","rtnt-2 data packets","false"
"incognitorv","3139","tcp","Incognito Rendez-Vous","false"
"incognitorv","3139","udp","Incognito Rendez-Vous","false"
"ariliamulti","3140","tcp","Arilia Multiplexor","false"
"ariliamulti","3140","udp","Arilia Multiplexor","false"
"vmodem","3141","tcp","VMODEM","false"
"vmodem","3141","udp","VMODEM","false"
"rdc-wh-eos","3142","tcp","RDC WH EOS","false"
"rdc-wh-eos","3142","udp","RDC WH EOS","false"
"seaview","3143","tcp","Sea View","false"
"seaview","3143","udp","Sea View","false"
"tarantella","3144","tcp","Tarantella","false"
"tarantella","3144","udp","Tarantella","false"
"csi-lfap","3145","tcp","CSI-LFAP","false"
"csi-lfap","3145","udp","CSI-LFAP","false"
"bears-02","3146","tcp","bears-02","false"
"bears-02","3146","udp","bears-02","false"
"rfio","3147","tcp","RFIO","false"
"rfio","3147","udp","RFIO","false"
"nm-game-admin","3148","tcp","NetMike Game Administrator","false"
"nm-game-admin","3148","udp","NetMike Game Administrator","false"
"nm-game-server","3149","tcp","NetMike Game Server","false"
"nm-game-server","3149","udp","NetMike Game Server","false"
"nm-asses-admin","3150","tcp","NetMike Assessor Administrator","false"
"nm-asses-admin","3150","udp","NetMike Assessor Administrator","false"
"nm-assessor","3151","tcp","NetMike Assessor","false"
"nm-assessor","3151","udp","NetMike Assessor","false"
"feitianrockey","3152","tcp","FeiTian Port","false"
"feitianrockey","3152","udp","FeiTian Port","false"
"s8-client-port","3153","tcp","S8Cargo Client Port","false"
"s8-client-port","3153","udp","S8Cargo Client Port","false"
"ccmrmi","3154","tcp","ON RMI Registry","false"
"ccmrmi","3154","udp","ON RMI Registry","false"
"jpegmpeg","3155","tcp","JpegMpeg Port","false"
"jpegmpeg","3155","udp","JpegMpeg Port","false"
"indura","3156","tcp","Indura Collector","false"
"indura","3156","udp","Indura Collector","false"
"lsa-comm","3157","tcp","LSA Communicator","false"
"lsa-comm","3157","udp","LSA Communicator","false"
"stvp","3158","tcp","SmashTV Protocol","false"
"stvp","3158","udp","SmashTV Protocol","false"
"navegaweb-port","3159","tcp","NavegaWeb Tarification","false"
"navegaweb-port","3159","udp","NavegaWeb Tarification","false"
"tip-app-server","3160","tcp","TIP Application Server","false"
"tip-app-server","3160","udp","TIP Application Server","false"
"doc1lm","3161","tcp","DOC1 License Manager","false"
"doc1lm","3161","udp","DOC1 License Manager","false"
"sflm","3162","tcp","SFLM","false"
"sflm","3162","udp","SFLM","false"
"res-sap","3163","tcp","RES-SAP","false"
"res-sap","3163","udp","RES-SAP","false"
"imprs","3164","tcp","IMPRS","false"
"imprs","3164","udp","IMPRS","false"
"newgenpay","3165","tcp","Newgenpay Engine Service","false"
"newgenpay","3165","udp","Newgenpay Engine Service","false"
"sossecollector","3166","tcp","Quest Spotlight Out-Of-Process Collector","false"
"sossecollector","3166","udp","Quest Spotlight Out-Of-Process Collector","false"
"nowcontact","3167","tcp","Now Contact Public Server","false"
"nowcontact","3167","udp","Now Contact Public Server","false"
"poweronnud","3168","tcp","Now Up-to-Date Public Server","false"
"poweronnud","3168","udp","Now Up-to-Date Public Server","false"
"serverview-as","3169","tcp","SERVERVIEW-AS","false"
"serverview-as","3169","udp","SERVERVIEW-AS","false"
"serverview-asn","3170","tcp","SERVERVIEW-ASN","false"
"serverview-asn","3170","udp","SERVERVIEW-ASN","false"
"serverview-gf","3171","tcp","SERVERVIEW-GF","false"
"serverview-gf","3171","udp","SERVERVIEW-GF","false"
"serverview-rm","3172","tcp","SERVERVIEW-RM","false"
"serverview-rm","3172","udp","SERVERVIEW-RM","false"
"serverview-icc","3173","tcp","SERVERVIEW-ICC","false"
"serverview-icc","3173","udp","SERVERVIEW-ICC","false"
"armi-server","3174","tcp","ARMI Server","false"
"armi-server","3174","udp","ARMI Server","false"
"t1-e1-over-ip","3175","tcp","T1_E1_Over_IP","false"
"t1-e1-over-ip","3175","udp","T1_E1_Over_IP","false"
"ars-master","3176","tcp","ARS Master","false"
"ars-master","3176","udp","ARS Master","false"
"phonex-port","3177","tcp","Phonex Protocol","false"
"phonex-port","3177","udp","Phonex Protocol","false"
"radclientport","3178","tcp","Radiance UltraEdge Port","false"
"radclientport","3178","udp","Radiance UltraEdge Port","false"
"h2gf-w-2m","3179","tcp","H2GF W.2m Handover prot.","false"
"h2gf-w-2m","3179","udp","H2GF W.2m Handover prot.","false"
"mc-brk-srv","3180","tcp","Millicent Broker Server","false"
"mc-brk-srv","3180","udp","Millicent Broker Server","false"
"bmcpatrolagent","3181","tcp","BMC Patrol Agent","false"
"bmcpatrolagent","3181","udp","BMC Patrol Agent","false"
"bmcpatrolrnvu","3182","tcp","BMC Patrol Rendezvous","false"
"bmcpatrolrnvu","3182","udp","BMC Patrol Rendezvous","false"
"cops-tls","3183","tcp","COPS/TLS","false"
"cops-tls","3183","udp","COPS/TLS","false"
"apogeex-port","3184","tcp","ApogeeX Port","false"
"apogeex-port","3184","udp","ApogeeX Port","false"
"smpppd","3185","tcp","SuSE Meta PPPD","false"
"smpppd","3185","udp","SuSE Meta PPPD","false"
"iiw-port","3186","tcp","IIW Monitor User Port","false"
"iiw-port","3186","udp","IIW Monitor User Port","false"
"odi-port","3187","tcp","Open Design Listen Port","false"
"odi-port","3187","udp","Open Design Listen Port","false"
"brcm-comm-port","3188","tcp","Broadcom Port","false"
"brcm-comm-port","3188","udp","Broadcom Port","false"
"pcle-infex","3189","tcp","Pinnacle Sys InfEx Port","false"
"pcle-infex","3189","udp","Pinnacle Sys InfEx Port","false"
"csvr-proxy","3190","tcp","ConServR Proxy","false"
"csvr-proxy","3190","udp","ConServR Proxy","false"
"csvr-sslproxy","3191","tcp","ConServR SSL Proxy","false"
"csvr-sslproxy","3191","udp","ConServR SSL Proxy","false"
"firemonrcc","3192","tcp","FireMon Revision Control","false"
"firemonrcc","3192","udp","FireMon Revision Control","false"
"spandataport","3193","tcp","SpanDataPort","false"
"spandataport","3193","udp","SpanDataPort","false"
"magbind","3194","tcp","Rockstorm MAG protocol","false"
"magbind","3194","udp","Rockstorm MAG protocol","false"
"ncu-1","3195","tcp","Network Control Unit","false"
"ncu-1","3195","udp","Network Control Unit","false"
"ncu-2","3196","tcp","Network Control Unit","false"
"ncu-2","3196","udp","Network Control Unit","false"
"embrace-dp-s","3197","tcp","Embrace Device Protocol Server","false"
"embrace-dp-s","3197","udp","Embrace Device Protocol Server","false"
"embrace-dp-c","3198","tcp","Embrace Device Protocol Client","false"
"embrace-dp-c","3198","udp","Embrace Device Protocol Client","false"
"dmod-workspace","3199","tcp","DMOD WorkSpace","false"
"dmod-workspace","3199","udp","DMOD WorkSpace","false"
"tick-port","3200","tcp","Press-sense Tick Port","false"
"tick-port","3200","udp","Press-sense Tick Port","false"
"cpq-tasksmart","3201","tcp","CPQ-TaskSmart","false"
"cpq-tasksmart","3201","udp","CPQ-TaskSmart","false"
"intraintra","3202","tcp","IntraIntra","false"
"intraintra","3202","udp","IntraIntra","false"
"netwatcher-mon","3203","tcp","Network Watcher Monitor","false"
"netwatcher-mon","3203","udp","Network Watcher Monitor","false"
"netwatcher-db","3204","tcp","Network Watcher DB Access","false"
"netwatcher-db","3204","udp","Network Watcher DB Access","false"
"isns","3205","tcp","iSNS Server Port","false"
"isns","3205","udp","iSNS Server Port","false"
"ironmail","3206","tcp","IronMail POP Proxy","false"
"ironmail","3206","udp","IronMail POP Proxy","false"
"vx-auth-port","3207","tcp","Veritas Authentication Port","false"
"vx-auth-port","3207","udp","Veritas Authentication Port","false"
"pfu-prcallback","3208","tcp","PFU PR Callback","false"
"pfu-prcallback","3208","udp","PFU PR Callback","false"
"netwkpathengine","3209","tcp","HP OpenView Network Path Engine Server","false"
"netwkpathengine","3209","udp","HP OpenView Network Path Engine Server","false"
"flamenco-proxy","3210","tcp","Flamenco Networks Proxy","false"
"flamenco-proxy","3210","udp","Flamenco Networks Proxy","false"
"avsecuremgmt","3211","tcp","Avocent Secure Management","false"
"avsecuremgmt","3211","udp","Avocent Secure Management","false"
"surveyinst","3212","tcp","Survey Instrument","false"
"surveyinst","3212","udp","Survey Instrument","false"
"neon24x7","3213","tcp","NEON 24X7 Mission Control","false"
"neon24x7","3213","udp","NEON 24X7 Mission Control","false"
"jmq-daemon-1","3214","tcp","JMQ Daemon Port 1","false"
"jmq-daemon-1","3214","udp","JMQ Daemon Port 1","false"
"jmq-daemon-2","3215","tcp","JMQ Daemon Port 2","false"
"jmq-daemon-2","3215","udp","JMQ Daemon Port 2","false"
"ferrari-foam","3216","tcp","Ferrari electronic FOAM","false"
"ferrari-foam","3216","udp","Ferrari electronic FOAM","false"
"unite","3217","tcp","Unified IP & Telecom Environment","false"
"unite","3217","udp","Unified IP & Telecom Environment","false"
"smartpackets","3218","tcp","EMC SmartPackets","false"
"smartpackets","3218","udp","EMC SmartPackets","false"
"wms-messenger","3219","tcp","WMS Messenger","false"
"wms-messenger","3219","udp","WMS Messenger","false"
"xnm-ssl","3220","tcp","XML NM over SSL","false"
"xnm-ssl","3220","udp","XML NM over SSL","false"
"xnm-clear-text","3221","tcp","XML NM over TCP","false"
"xnm-clear-text","3221","udp","XML NM over TCP","false"
"glbp","3222","tcp","Gateway Load Balancing Pr","false"
"glbp","3222","udp","Gateway Load Balancing Pr","false"
"digivote","3223","tcp","DIGIVOTE (R) Vote-Server","false"
"digivote","3223","udp","DIGIVOTE (R) Vote-Server","false"
"aes-discovery","3224","tcp","AES Discovery Port","false"
"aes-discovery","3224","udp","AES Discovery Port","false"
"fcip-port","3225","tcp","FCIP","false"
"fcip-port","3225","udp","FCIP","false"
"isi-irp","3226","tcp","ISI Industry Software IRP","false"
"isi-irp","3226","udp","ISI Industry Software IRP","false"
"dwnmshttp","3227","tcp","DiamondWave NMS Server","false"
"dwnmshttp","3227","udp","DiamondWave NMS Server","false"
"dwmsgserver","3228","tcp","DiamondWave MSG Server","false"
"dwmsgserver","3228","udp","DiamondWave MSG Server","false"
"global-cd-port","3229","tcp","Global CD Port","false"
"global-cd-port","3229","udp","Global CD Port","false"
"sftdst-port","3230","tcp","Software Distributor Port","false"
"sftdst-port","3230","udp","Software Distributor Port","false"
"vidigo","3231","tcp","VidiGo communication (previous was: Delta Solutions Direct)","false"
"vidigo","3231","udp","VidiGo communication (previous was: Delta Solutions Direct)","false"
"mdtp","3232","tcp","MDT port","false"
"mdtp","3232","udp","MDT port","false"
"whisker","3233","tcp","WhiskerControl main port","false"
"whisker","3233","udp","WhiskerControl main port","false"
"alchemy","3234","tcp","Alchemy Server","false"
"alchemy","3234","udp","Alchemy Server","false"
"mdap-port","3235","tcp","MDAP port","false"
"mdap-port","3235","udp","MDAP Port","false"
"apparenet-ts","3236","tcp","appareNet Test Server","false"
"apparenet-ts","3236","udp","appareNet Test Server","false"
"apparenet-tps","3237","tcp","appareNet Test Packet Sequencer","false"
"apparenet-tps","3237","udp","appareNet Test Packet Sequencer","false"
"apparenet-as","3238","tcp","appareNet Analysis Server","false"
"apparenet-as","3238","udp","appareNet Analysis Server","false"
"apparenet-ui","3239","tcp","appareNet User Interface","false"
"apparenet-ui","3239","udp","appareNet User Interface","false"
"triomotion","3240","tcp","Trio Motion Control Port","false"
"triomotion","3240","udp","Trio Motion Control Port","false"
"sysorb","3241","tcp","SysOrb Monitoring Server","false"
"sysorb","3241","udp","SysOrb Monitoring Server","false"
"sdp-id-port","3242","tcp","Session Description ID","false"
"sdp-id-port","3242","udp","Session Description ID","false"
"timelot","3243","tcp","Timelot Port","false"
"timelot","3243","udp","Timelot Port","false"
"onesaf","3244","tcp","OneSAF","false"
"onesaf","3244","udp","OneSAF","false"
"vieo-fe","3245","tcp","VIEO Fabric Executive","false"
"vieo-fe","3245","udp","VIEO Fabric Executive","false"
"dvt-system","3246","tcp","DVT SYSTEM PORT","false"
"dvt-system","3246","udp","DVT SYSTEM PORT","false"
"dvt-data","3247","tcp","DVT DATA LINK","false"
"dvt-data","3247","udp","DVT DATA LINK","false"
"procos-lm","3248","tcp","PROCOS LM","false"
"procos-lm","3248","udp","PROCOS LM","false"
"ssp","3249","tcp","State Sync Protocol","false"
"ssp","3249","udp","State Sync Protocol","false"
"hicp","3250","tcp","HMS hicp port","false"
"hicp","3250","udp","HMS hicp port","false"
"sysscanner","3251","tcp","Sys Scanner","false"
"sysscanner","3251","udp","Sys Scanner","false"
"dhe","3252","tcp","DHE port","false"
"dhe","3252","udp","DHE port","false"
"pda-data","3253","tcp","PDA Data","false"
"pda-data","3253","udp","PDA Data","false"
"pda-sys","3254","tcp","PDA System","false"
"pda-sys","3254","udp","PDA System","false"
"semaphore","3255","tcp","Semaphore Connection Port","false"
"semaphore","3255","udp","Semaphore Connection Port","false"
"cpqrpm-agent","3256","tcp","Compaq RPM Agent Port","false"
"cpqrpm-agent","3256","udp","Compaq RPM Agent Port","false"
"cpqrpm-server","3257","tcp","Compaq RPM Server Port","false"
"cpqrpm-server","3257","udp","Compaq RPM Server Port","false"
"ivecon-port","3258","tcp","Ivecon Server Port","false"
"ivecon-port","3258","udp","Ivecon Server Port","false"
"epncdp2","3259","tcp","Epson Network Common Devi","false"
"epncdp2","3259","udp","Epson Network Common Devi","false"
"iscsi-target","3260","tcp","iSCSI port","false"
"iscsi-target","3260","udp","iSCSI port","false"
"winshadow","3261","tcp","winShadow","false"
"winshadow","3261","udp","winShadow","false"
"necp","3262","tcp","NECP","false"
"necp","3262","udp","NECP","false"
"ecolor-imager","3263","tcp","E-Color Enterprise Imager","false"
"ecolor-imager","3263","udp","E-Color Enterprise Imager","false"
"ccmail","3264","tcp","cc:mail/lotus","false"
"ccmail","3264","udp","cc:mail/lotus","false"
"altav-tunnel","3265","tcp","Altav Tunnel","false"
"altav-tunnel","3265","udp","Altav Tunnel","false"
"ns-cfg-server","3266","tcp","NS CFG Server","false"
"ns-cfg-server","3266","udp","NS CFG Server","false"
"ibm-dial-out","3267","tcp","IBM Dial Out","false"
"ibm-dial-out","3267","udp","IBM Dial Out","false"
"msft-gc","3268","tcp","Microsoft Global Catalog","false"
"msft-gc","3268","udp","Microsoft Global Catalog","false"
"msft-gc-ssl","3269","tcp","Microsoft Global Catalog with LDAP/SSL","false"
"msft-gc-ssl","3269","udp","Microsoft Global Catalog with LDAP/SSL","false"
"verismart","3270","tcp","Verismart","false"
"verismart","3270","udp","Verismart","false"
"csoft-prev","3271","tcp","CSoft Prev Port","false"
"csoft-prev","3271","udp","CSoft Prev Port","false"
"user-manager","3272","tcp","Fujitsu User Manager","false"
"user-manager","3272","udp","Fujitsu User Manager","false"
"sxmp","3273","tcp","Simple Extensible Multiplexed Protocol","false"
"sxmp","3273","udp","Simple Extensible Multiplexed Protocol","false"
"ordinox-server","3274","tcp","Ordinox Server","false"
"ordinox-server","3274","udp","Ordinox Server","false"
"samd","3275","tcp","SAMD","false"
"samd","3275","udp","SAMD","false"
"maxim-asics","3276","tcp","Maxim ASICs","false"
"maxim-asics","3276","udp","Maxim ASICs","false"
"awg-proxy","3277","tcp","AWG Proxy","false"
"awg-proxy","3277","udp","AWG Proxy","false"
"lkcmserver","3278","tcp","LKCM Server","false"
"lkcmserver","3278","udp","LKCM Server","false"
"admind","3279","tcp","admind","false"
"admind","3279","udp","admind","false"
"vs-server","3280","tcp","VS Server","false"
"vs-server","3280","udp","VS Server","false"
"sysopt","3281","tcp","SYSOPT","false"
"sysopt","3281","udp","SYSOPT","false"
"datusorb","3282","tcp","Datusorb","false"
"datusorb","3282","udp","Datusorb","false"
"net-assistant","3283","tcp","Net Assistant","false"
"net-assistant","3283","udp","Net Assistant","false"
"4talk","3284","tcp","4Talk","false"
"4talk","3284","udp","4Talk","false"
"plato","3285","tcp","Plato","false"
"plato","3285","udp","Plato","false"
"e-net","3286","tcp","E-Net","false"
"e-net","3286","udp","E-Net","false"
"directvdata","3287","tcp","DIRECTVDATA","false"
"directvdata","3287","udp","DIRECTVDATA","false"
"cops","3288","tcp","COPS","false"
"cops","3288","udp","COPS","false"
"enpc","3289","tcp","ENPC","false"
"enpc","3289","udp","ENPC","false"
"caps-lm","3290","tcp","CAPS LOGISTICS TOOLKIT - LM","false"
"caps-lm","3290","udp","CAPS LOGISTICS TOOLKIT - LM","false"
"sah-lm","3291","tcp","S A Holditch & Associates - LM","false"
"sah-lm","3291","udp","S A Holditch & Associates - LM","false"
"cart-o-rama","3292","tcp","Cart O Rama","false"
"cart-o-rama","3292","udp","Cart O Rama","false"
"fg-fps","3293","tcp","fg-fps","false"
"fg-fps","3293","udp","fg-fps","false"
"fg-gip","3294","tcp","fg-gip","false"
"fg-gip","3294","udp","fg-gip","false"
"dyniplookup","3295","tcp","Dynamic IP Lookup","false"
"dyniplookup","3295","udp","Dynamic IP Lookup","false"
"rib-slm","3296","tcp","Rib License Manager","false"
"rib-slm","3296","udp","Rib License Manager","false"
"cytel-lm","3297","tcp","Cytel License Manager","false"
"cytel-lm","3297","udp","Cytel License Manager","false"
"deskview","3298","tcp","DeskView","false"
"deskview","3298","udp","DeskView","false"
"pdrncs","3299","tcp","pdrncs","false"
"pdrncs","3299","udp","pdrncs","false"
"ceph","3300","tcp","Ceph monitor","false"
"","3300","udp","Reserved","false"
"tarantool","3301","tcp","Tarantool in-memory computing platform","false"
"tarantool","3301","udp","Tarantool in-memory computing platform","false"
"mcs-fastmail","3302","tcp","MCS Fastmail","false"
"mcs-fastmail","3302","udp","MCS Fastmail","false"
"opsession-clnt","3303","tcp","OP Session Client","false"
"opsession-clnt","3303","udp","OP Session Client","false"
"opsession-srvr","3304","tcp","OP Session Server","false"
"opsession-srvr","3304","udp","OP Session Server","false"
"odette-ftp","3305","tcp","ODETTE-FTP","false"
"odette-ftp","3305","udp","ODETTE-FTP","false"
"mysql","3306","tcp","MySQL","false"
"mysql","3306","udp","MySQL","false"
"opsession-prxy","3307","tcp","OP Session Proxy","false"
"opsession-prxy","3307","udp","OP Session Proxy","false"
"tns-server","3308","tcp","TNS Server","false"
"tns-server","3308","udp","TNS Server","false"
"tns-adv","3309","tcp","TNS ADV","false"
"tns-adv","3309","udp","TNS ADV","false"
"dyna-access","3310","tcp","Dyna Access","false"
"dyna-access","3310","udp","Dyna Access","false"
"mcns-tel-ret","3311","tcp","MCNS Tel Ret","false"
"mcns-tel-ret","3311","udp","MCNS Tel Ret","false"
"appman-server","3312","tcp","Application Management Server","false"
"appman-server","3312","udp","Application Management Server","false"
"uorb","3313","tcp","Unify Object Broker","false"
"uorb","3313","udp","Unify Object Broker","false"
"uohost","3314","tcp","Unify Object Host","false"
"uohost","3314","udp","Unify Object Host","false"
"cdid","3315","tcp","CDID","false"
"cdid","3315","udp","CDID","false"
"aicc-cmi","3316","tcp","AICC/CMI","false"
"aicc-cmi","3316","udp","AICC/CMI","false"
"vsaiport","3317","tcp","VSAI PORT","false"
"vsaiport","3317","udp","VSAI PORT","false"
"ssrip","3318","tcp","Swith to Swith Routing Information Protocol","false"
"ssrip","3318","udp","Swith to Swith Routing Information Protocol","false"
"sdt-lmd","3319","tcp","SDT License Manager","false"
"sdt-lmd","3319","udp","SDT License Manager","false"
"officelink2000","3320","tcp","Office Link 2000","false"
"officelink2000","3320","udp","Office Link 2000","false"
"vnsstr","3321","tcp","VNSSTR","false"
"vnsstr","3321","udp","VNSSTR","false"
"sftu","3326","tcp","SFTU","false"
"sftu","3326","udp","SFTU","false"
"bbars","3327","tcp","BBARS","false"
"bbars","3327","udp","BBARS","false"
"egptlm","3328","tcp","Eaglepoint License Manager","false"
"egptlm","3328","udp","Eaglepoint License Manager","false"
"hp-device-disc","3329","tcp","HP Device Disc","false"
"hp-device-disc","3329","udp","HP Device Disc","false"
"mcs-calypsoicf","3330","tcp","MCS Calypso ICF","false"
"mcs-calypsoicf","3330","udp","MCS Calypso ICF","false"
"mcs-messaging","3331","tcp","MCS Messaging","false"
"mcs-messaging","3331","udp","MCS Messaging","false"
"mcs-mailsvr","3332","tcp","MCS Mail Server","false"
"mcs-mailsvr","3332","udp","MCS Mail Server","false"
"dec-notes","3333","tcp","DEC Notes","false"
"dec-notes","3333","udp","DEC Notes","false"
"directv-web","3334","tcp","Direct TV Webcasting","false"
"directv-web","3334","udp","Direct TV Webcasting","false"
"directv-soft","3335","tcp","Direct TV Software Updates","false"
"directv-soft","3335","udp","Direct TV Software Updates","false"
"directv-tick","3336","tcp","Direct TV Tickers","false"
"directv-tick","3336","udp","Direct TV Tickers","false"
"directv-catlg","3337","tcp","Direct TV Data Catalog","false"
"directv-catlg","3337","udp","Direct TV Data Catalog","false"
"anet-b","3338","tcp","OMF data b","false"
"anet-b","3338","udp","OMF data b","false"
"anet-l","3339","tcp","OMF data l","false"
"anet-l","3339","udp","OMF data l","false"
"anet-m","3340","tcp","OMF data m","false"
"anet-m","3340","udp","OMF data m","false"
"anet-h","3341","tcp","OMF data h","false"
"anet-h","3341","udp","OMF data h","false"
"webtie","3342","tcp","WebTIE","false"
"webtie","3342","udp","WebTIE","false"
"ms-cluster-net","3343","tcp","MS Cluster Net","false"
"ms-cluster-net","3343","udp","MS Cluster Net","false"
"bnt-manager","3344","tcp","BNT Manager","false"
"bnt-manager","3344","udp","BNT Manager","false"
"influence","3345","tcp","Influence","false"
"influence","3345","udp","Influence","false"
"trnsprntproxy","3346","tcp","Trnsprnt Proxy","false"
"trnsprntproxy","3346","udp","Trnsprnt Proxy","false"
"phoenix-rpc","3347","tcp","Phoenix RPC","false"
"phoenix-rpc","3347","udp","Phoenix RPC","false"
"pangolin-laser","3348","tcp","Pangolin Laser","false"
"pangolin-laser","3348","udp","Pangolin Laser","false"
"chevinservices","3349","tcp","Chevin Services","false"
"chevinservices","3349","udp","Chevin Services","false"
"findviatv","3350","tcp","FINDVIATV","false"
"findviatv","3350","udp","FINDVIATV","false"
"btrieve","3351","tcp","Btrieve port","false"
"btrieve","3351","udp","Btrieve port","false"
"ssql","3352","tcp","Scalable SQL","false"
"ssql","3352","udp","Scalable SQL","false"
"fatpipe","3353","tcp","FATPIPE","false"
"fatpipe","3353","udp","FATPIPE","false"
"suitjd","3354","tcp","SUITJD","false"
"suitjd","3354","udp","SUITJD","false"
"ordinox-dbase","3355","tcp","Ordinox Dbase","false"
"ordinox-dbase","3355","udp","Ordinox Dbase","false"
"upnotifyps","3356","tcp","UPNOTIFYPS","false"
"upnotifyps","3356","udp","UPNOTIFYPS","false"
"adtech-test","3357","tcp","Adtech Test IP","false"
"adtech-test","3357","udp","Adtech Test IP","false"
"mpsysrmsvr","3358","tcp","Mp Sys Rmsvr","false"
"mpsysrmsvr","3358","udp","Mp Sys Rmsvr","false"
"wg-netforce","3359","tcp","WG NetForce","false"
"wg-netforce","3359","udp","WG NetForce","false"
"kv-server","3360","tcp","KV Server","false"
"kv-server","3360","udp","KV Server","false"
"kv-agent","3361","tcp","KV Agent","false"
"kv-agent","3361","udp","KV Agent","false"
"dj-ilm","3362","tcp","DJ ILM","false"
"dj-ilm","3362","udp","DJ ILM","false"
"nati-vi-server","3363","tcp","NATI Vi Server","false"
"nati-vi-server","3363","udp","NATI Vi Server","false"
"creativeserver","3364","tcp","Creative Server","false"
"creativeserver","3364","udp","Creative Server","false"
"contentserver","3365","tcp","Content Server","false"
"contentserver","3365","udp","Content Server","false"
"creativepartnr","3366","tcp","Creative Partner","false"
"creativepartnr","3366","udp","Creative Partner","false"
"tip2","3372","tcp","TIP 2","false"
"tip2","3372","udp","TIP 2","false"
"lavenir-lm","3373","tcp","Lavenir License Manager","false"
"lavenir-lm","3373","udp","Lavenir License Manager","false"
"cluster-disc","3374","tcp","Cluster Disc","false"
"cluster-disc","3374","udp","Cluster Disc","false"
"vsnm-agent","3375","tcp","VSNM Agent","false"
"vsnm-agent","3375","udp","VSNM Agent","false"
"cdbroker","3376","tcp","CD Broker","false"
"cdbroker","3376","udp","CD Broker","false"
"cogsys-lm","3377","tcp","Cogsys Network License Manager","false"
"cogsys-lm","3377","udp","Cogsys Network License Manager","false"
"wsicopy","3378","tcp","WSICOPY","false"
"wsicopy","3378","udp","WSICOPY","false"
"socorfs","3379","tcp","SOCORFS","false"
"socorfs","3379","udp","SOCORFS","false"
"sns-channels","3380","tcp","SNS Channels","false"
"sns-channels","3380","udp","SNS Channels","false"
"geneous","3381","tcp","Geneous","false"
"geneous","3381","udp","Geneous","false"
"fujitsu-neat","3382","tcp","Fujitsu Network Enhanced Antitheft function","false"
"fujitsu-neat","3382","udp","Fujitsu Network Enhanced Antitheft function","false"
"esp-lm","3383","tcp","Enterprise Software Products License Manager","false"
